Title,Authors,Abstract,Publication Year,Venue,Publisher,Volume,Issue,Pages,DOI,Eprint,Citations,URL,Cited By
A comprehensive survey on intrusion detection systems in wireless sensor network,"['AR Dhakne', 'PN Chatur']",decision making schemes for intrusion. Major focus of this paper is to understand various  Intrusion Detection Systems  gives future directions for selection of Intrusion Detection System.,2016,Smart Trends in Information Technology and …,,,,,,,6,https://link.springer.com/chapter/10.1007/978-981-10-3433-6_65,"/scholar?cites=15655412082258506510&as_sdt=5,33&sciodt=0,33&hl=en"
An effective genetic algorithm-based feature selection method for intrusion detection systems,"['Z Halim', 'MN Yousaf', 'M Waqas', 'M Sulaiman']",three popular intrusion detection datasets. This work tests the proposed technique against  three  The optimal value of k can be decided either by inspecting the data or via a series of,2021,Computers & …,,,,,,,127,https://www.sciencedirect.com/science/article/pii/S0167404821002728,"/scholar?cites=7468321439771215431&as_sdt=5,33&sciodt=0,33&hl=en"
Multi-agent reinforcement learning for intrusion detection: A case study and evaluation,"['A Servin', 'D Kudenko']","By means of an on line process, sensor and decision agents learn the semantics of the   intrusion detection case study, using a realistic network simulation where sensor and decision",2008,German Conference on Multiagent System …,,,,,,,51,https://link.springer.com/chapter/10.1007/978-3-540-87805-6_15,"/scholar?cites=9691456022925075883&as_sdt=5,33&sciodt=0,33&hl=en"
Adversarial machine learning for network intrusion detection systems: A comprehensive survey,"['K He', 'DD Kim', 'MR Asghar']","still uses shallow ML methods as the detection algorithm, for example, Decision Tree (DT),   We classify the existing surveys into three categories based on their covered scope, shown",2023,IEEE Communications Surveys & …,,,,,,,162,https://ieeexplore.ieee.org/abstract/document/10005100/,"/scholar?cites=8036760247043553665&as_sdt=5,33&sciodt=0,33&hl=en"
XGB-RF: A hybrid machine learning approach for IoT intrusion detection,"['JA Faysal', 'ST Mostafa', 'JS Tamanna', 'KM Mumenin']","Reducing false positives in intrusion detection systems using data-mining techniques  utilizing support vector machines, decision trees, and naive Bayes for off-line analysis. In",2022,Telecom,,,,,,,48,https://www.mdpi.com/2673-4001/3/1/3,"/scholar?cites=11490169916975067330&as_sdt=5,33&sciodt=0,33&hl=en"
Distributed intrusion detection systems: A survey,"['M Özalp', 'C Karakuzu', 'A Zengin']","In this paper, distributed intrusion detection systems (IDSs) in the literature are reviewed.   a global decision. Distributed IDSs present some difficulties compared to stand-alone systems.",2019,Academic Perspective Procedia,,,,,,,6,https://www.acperpro.com/document/ISITES2019ID18,"/scholar?cites=850347050776204712&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection system based on pattern recognition,['MM Abdeldayem'],"of network security, especially in Intrusion Detection Systems (IDS). Pattern  Some of the  related IDSs will be introduced in this section. Some MLs are designed based on the decision",2023,Arabian Journal for Science and Engineering,,,,,,,5,https://link.springer.com/article/10.1007/s13369-022-07421-0,"/scholar?cites=13774627617595427004&as_sdt=5,33&sciodt=0,33&hl=en"
Minimizing false positives of a decision tree classifier for intrusion detection on the internet,"['S Ohta', 'R Kurebayashi', 'K Kobayashi']",An intrusion detection system based on machine learning  The problem with learning-based  intrusion detection is that it  by an intrusion detection system that employs a decision tree as,2008,Journal of network and systems …,,,,,,,40,https://link.springer.com/article/10.1007/s10922-008-9102-4,"/scholar?cites=14743584308539213545&as_sdt=5,33&sciodt=0,33&hl=en"
Multiagent systems for network intrusion detection: A review,"['Á Herrero', 'E Corchado']",It uses intelligent decision support modules to detect some anomalies and intrusions from  user to packet level. The output of CIDS (generated by the Action Agent) consists on the,2009,"… in Security for Information Systems: CISIS'09, 2nd …",,,,,,,37,https://link.springer.com/chapter/10.1007/978-3-642-04091-7_18,"/scholar?cites=4262929084731834309&as_sdt=5,33&sciodt=0,33&hl=en"
Comparing the performance of adaptive boosted classifiers in anomaly based intrusion detection system for networks,"['S Sivanantham', 'R Abirami']",It is specifically designed to use decision tree models [13]. Decision stump is the root which  is connected with the leaves. By boosting it produce different results. Each instance which is,2019,… Conference on Vision …,,,,,,,21,https://ieeexplore.ieee.org/abstract/document/8899368/,"/scholar?cites=14647224787765321652&as_sdt=5,33&sciodt=0,33&hl=en"
Autonomous decision on intrusion detection with trained BDI agents,"['A Orfila', 'J Carbó', 'A Ribagorda']","intrusive incident is the detection of such activity in the monitored system. In recent years,  research in intrusion detection  as data mining, decision analysis, agent-based systems or cost–",2008,Computer Communications,,,,,,,39,https://www.sciencedirect.com/science/article/pii/S0140366407005038,"/scholar?cites=17262821289580240032&as_sdt=5,33&sciodt=0,33&hl=en"
Anomaly detection based intrusion detection,"['D Novikov', 'RV Yampolskiy']","initiative to provide designers of Intrusion Detection Systems with a benchmark,  to detect  attacks, and decisionmaking trees were used to classify them. After extensive study, we decided",2006,… conference on information …,,,,,,,68,https://ieeexplore.ieee.org/abstract/document/1611629/,"/scholar?cites=1097037296641232261&as_sdt=5,33&sciodt=0,33&hl=en"
Intelligent electronic devices with collaborative intrusion detection systems,"['J Hong', 'CC Liu']","Therefore, the decisions of a hybrid intrusion detection system that monitors the entire  network as well as the target system are more accurate. Different types of IDSs or ADSs are",2017,IEEE Transactions on Smart Grid,,,,,,,140,https://ieeexplore.ieee.org/abstract/document/8006250/,"/scholar?cites=12652693443499195739&as_sdt=5,33&sciodt=0,33&hl=en"
Advanced anomaly intrusion detection technique for host based system using system call patterns,"['SA Maske', 'TJ Parvat']","from which to formulate a decision feature. Forrest suggested  with a parallel enhancement  in the decision engine results.  In this paper, the main focus is on deciding normal behavior",2016,2016 International Conference on …,,,,,,,25,https://ieeexplore.ieee.org/abstract/document/7824846/,"/scholar?cites=15370614301532233478&as_sdt=5,33&sciodt=0,33&hl=en"
Trust management for host-based collaborative intrusion detection,"['CJ Fung', 'O Baysal', 'J Zhang', 'I Aib']","The accuracy of detecting an intrusion within a network of intrusion detection systems (IDSes  To reflect a HIDS expertise level, we use a beta distribution for the decision model of HIDSes",2008,… on Distributed Systems …,,,,,,,113,https://link.springer.com/chapter/10.1007/978-3-540-87353-2_9,"/scholar?cites=4537186452799003420&as_sdt=5,33&sciodt=0,33&hl=en"
Machine learning-based intrusion detection system for detecting web attacks,"['FA Vadhil', 'ML Salihi', 'MF Nanne']","intrusion detection systems detect attacks based on signature patterns. However, this is  not sufficient to detect  used in this research for decision tree, random forest, and AdaBoost.",2024,… International Journal of …,,,,,,,3,https://pdfs.semanticscholar.org/6f12/96f645475e535ea81148a9f07490dfa7fdbc.pdf,"/scholar?cites=14339108918681596837&as_sdt=5,33&sciodt=0,33&hl=en"
Aspects of the modelling and performance of intrusion detection,['S Axelsson'],"base the intrusion detection decision. Furthermore, in making the intrusion detection decision,   The value of data can be compromised in three ways, commonly referred to as the CIA of",2000,"… of Computer Engineering, Chalmers University of …",,,,,,,13,https://www.researchgate.net/profile/Stefan-Axelsson/publication/242407727_Aspects_of_the_Modelling_and_Performance_of_Intrusion_Detection/links/552506bd0cf2caf11bfcf691/Aspects-of-the-Modelling-and-Performance-of-Intrusion-Detection.pdf,"/scholar?cites=10168223779198719278&as_sdt=5,33&sciodt=0,33&hl=en"
"AnalyzingNB, DT and NBTree Intrusion Detection Algorithms","['D Mahmood', 'MA Hussein']",system are performed with the KDD Cup 99 intrusion detection dataset. The experimental   the genetic algorithm and the decision tree algorithm for intrusion detection. They used the,2014,,,,,,,,7,https://documentserver.uhasselt.be/handle/1942/32425,"/scholar?cites=7580941752118512685&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection system for data warehouse with second level authentication,"['A Arora', 'A Gosain']",solution for DW [5] built user profiles based on the various user's input queries and evaluated  their results on the TPC-H decision support benchmark. Although it provides a targeted IDS,2021,International Journal of Information Technology,,,,,,,9,https://link.springer.com/article/10.1007/s41870-021-00659-1,"/scholar?cites=6746497860809298329&as_sdt=5,33&sciodt=0,33&hl=en"
Conversion methods for symbolic features: A comparison applied to an intrusion detection problem,"['E Hernández-Pereira', 'JA Suárez-Romero']","However, the success of any algorithm for intrusion detection lies in the  Some intrusion  detection methods work with qualitative data naturally, as k-nearest-neighbor and decision trees",2009,Expert Systems with …,,,,,,,68,https://www.sciencedirect.com/science/article/pii/S0957417409002085,"/scholar?cites=1817653817927600078&as_sdt=5,33&sciodt=0,33&hl=en"
A hybrid intrusion detection with decision tree for feature selection,"['MA Umar', 'C Zhanfang', 'Y Liu']",of data and identify intrusive patterns. Data preprocessing  and effectiveness of some  feature selection approaches namely hybrid intrusion detection modeling with a decision tree,2020,arXiv preprint arXiv:2009.13067,,,,,,,11,https://arxiv.org/abs/2009.13067,"/scholar?cites=15309076352675321437&as_sdt=5,33&sciodt=0,33&hl=en"
Intelligent intrusion detection for internet of things security: A deep convolutional generative adversarial network-enabled approach,"['Y Wu', 'L Nie', 'S Wang', 'Z Ning', 'S Li']","probabilistic fuzzy rough sets, the 3-way decisions with the fuzzy rough set  three behaviors,  namely, the acceptance decision aP, the deferred decision aB, and the rejection decision aN",2021,IEEE Internet of Things …,,,,,,,50,https://ieeexplore.ieee.org/abstract/document/9536565/,"/scholar?cites=280030919901543748&as_sdt=5,33&sciodt=0,33&hl=en"
Fi-pca for iot network intrusion detection,"['SA Abdulkareem', 'CH Foh', 'F Carrez']","Intrusion detection systems (IDS) protect networks by continuously monitoring data flow and  taking immediate action when anomalies are detected. However, due to redundancy and",2022,2022 International …,,,,,,,14,https://ieeexplore.ieee.org/abstract/document/9851723/,"/scholar?cites=13073835170463862468&as_sdt=5,33&sciodt=0,33&hl=en"
Decision trees and qualitative possibilistic inference: Application to the intrusion detection problem,"['NB Amor', 'S Benferhat', 'Z Elouedi', 'K Mellouli']","In this paper, we apply decision trees (DT) to intrusion detection problems.  These data  offer main features needed to evaluate intrusion detection systems. We consider three levels of",2003,Symbolic and Quantitative …,,,,,,,12,https://link.springer.com/chapter/10.1007/978-3-540-45062-7_34,"/scholar?cites=3601073585628253876&as_sdt=5,33&sciodt=0,33&hl=en"
Detecting DDoS attacks using machine learning techniques and contemporary intrusion detection dataset,"['N Bindra', 'M Sood']","to detect the zombies in a DDoS attack. [9] Used intelligent decision prototype for detecting  and  In [10], the performance of Machine Learning algorithms for detecting network intrusion is",2019,Automatic Control and Computer Sciences,,,,,,,109,https://link.springer.com/article/10.3103/S0146411619050043,"/scholar?cites=5782593611354705442&as_sdt=5,33&sciodt=0,33&hl=en"
XAI-IDS: Toward Proposing an Explainable Artificial Intelligence Framework for Enhancing Network Intrusion Detection Systems,"['O Arreche', 'T Guntur', 'M Abdallah']","We aim to provide insights into IDS operations, making the decision-making processes within  IDSs understandable. By introducing this framework, we propose a significant shift toward",2024,Applied Sciences,,,,,,,8,https://www.mdpi.com/2076-3417/14/10/4170,"/scholar?cites=2943032605978878325&as_sdt=5,33&sciodt=0,33&hl=en"
A network intrusion detection method using independent component analysis,"['D Yang', 'H Qi']","that occur on a network, network intrusion detection systems (NIDSs), have become an   intruders who are trying to break in with some known techniques. The detection decision is",2008,2008 19th International Conference on Pattern …,,,,,,,20,https://ieeexplore.ieee.org/abstract/document/4761087/,"/scholar?cites=7339822982052261901&as_sdt=5,33&sciodt=0,33&hl=en"
